"","species","lat","lon","elev","month","tg","tap","tep","shade","depth","tenv"
"12262","Sceloporus_mucronatus",19.208,-99.277,3508,2,16.2462739272279,17.09376349438,5.16619048774795,1,5,3.92744093239632
"12263","Sceloporus_mucronatus",19.208,-99.277,3508,2,16.2462739272279,17.09376349438,4.9565714880924,1,10,3.92744093239632
"12264","Sceloporus_mucronatus",19.208,-99.277,3508,2,16.2462739272279,17.09376349438,4.7657662643731,1,15,3.92744093239632
"12265","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,7.87754975974912,1,0,5.85752110449696
"12266","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,7.2382439750052,1,5,5.85752110449696
"12267","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,6.99874186156453,1,10,5.85752110449696
"12268","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,6.78090907888302,1,15,5.85752110449696
"12269","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,10.0006051872513,0.5,10,5.85752110449696
"12270","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,9.32667191726797,0.5,15,5.85752110449696
"12271","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,12.2764713401873,0.5,0,5.85752110449696
"12272","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,10.7045263288663,0.5,5,5.85752110449696
"12273","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,14.1708086827275,0,5,5.85752110449696
"12274","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,13.002468512938,0,10,5.85752110449696
"12275","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,11.8724347556529,0,15,5.85752110449696
"12276","Sceloporus_mucronatus",19.208,-99.277,3508,3,18.4692686884318,18.7538306634065,16.6753929206254,0,0,5.85752110449696
"12277","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,10.0217238200988,1,0,7.77571241299479
"12278","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,9.32850848393435,1,5,7.77571241299479
"12279","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,14.6763147511726,0.5,0,7.77571241299479
"12280","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,19.3309056822464,0,0,7.77571241299479
"12281","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,16.5432862642322,0,5,7.77571241299479
"12282","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,15.2631917722669,0,10,7.77571241299479
"12283","Sceloporus_mucronatus",19.208,-99.277,3508,4,20.1477982220267,19.4725018957058,14.0335761252189,0,15,7.77571241299479
